sentence,sentiment,date
"Sadly,  Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",negative,2025-02-11 14:33:42.034613
As always the evening was wonderful and the food delicious!,positive,2025-05-08 14:33:42.034613
Best fish I've ever had in my life!,positive,2024-12-08 14:33:42.034613
(The bathroom is just next door and very nice.),positive,2025-02-13 14:33:42.034613
The buffet is small and all the food they offered was BLAND.,negative,2025-05-24 14:33:42.034613
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,positive,2024-12-25 14:33:42.034613
Pretty cool I would say.,positive,2024-12-15 14:33:42.034613
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,negative,2024-12-13 14:33:42.034613
Server did a great job handling our large rowdy table.,positive,2025-03-09 14:33:42.034613
"I find wasting food to be despicable,  but this just wasn't food.",negative,2025-04-20 14:33:42.034613
My wife had the Lobster Bisque soup which was lukewarm.,negative,2025-04-24 14:33:42.034613
Would come back again if I had a sushi craving while in Vegas.,positive,2025-01-22 14:33:42.034613
"The staff are great,  the ambiance is great.",positive,2025-01-02 14:33:42.034613
He deserves 5 stars.,positive,2025-01-08 14:33:42.034613
I left with a stomach ache and felt sick the rest of the day.,negative,2025-04-11 14:33:42.034613
They dropped more than the ball.,negative,2025-01-15 14:33:42.034613
"The dining space is tiny,  but elegantly decorated and comfortable.",positive,2025-05-19 14:33:42.034613
"They will customize your order any way you'd like,  my usual is Eggplant with Green Bean stir fry,  love it!",positive,2025-04-15 14:33:42.034613
And the beans and rice were mediocre at best.,negative,2024-12-08 14:33:42.034613
Best tacos in town by far!!,positive,2025-04-10 14:33:42.034613
I took back my money and got outta there.,negative,2024-12-07 14:33:42.034613
"In an interesting part of town,  this place is amazing.",positive,2025-03-10 14:33:42.034613
RUDE & INCONSIDERATE MANAGEMENT.,negative,2025-01-28 14:33:42.034613
"The staff are now not as friendly,  the wait times for being served are horrible,  no one even says hi for the first 10 minutes.",negative,2025-03-30 14:33:42.034613
I won't be back.,negative,2025-01-16 14:33:42.034613
They have great dinners.,positive,2025-01-24 14:33:42.034613
The service was outshining & I definitely recommend the Halibut.,positive,2025-04-11 14:33:42.034613
The food was terrible.,negative,2025-05-12 14:33:42.034613
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,negative,2025-04-20 14:33:42.034613
I don't recommend unless your car breaks down in front of it and you are starving.,negative,2025-02-07 14:33:42.034613
I will come back here every time I'm in Vegas.,positive,2025-02-14 14:33:42.034613
This place deserves one star and 90% has to do with the food.,negative,2025-03-16 14:33:42.034613
This is a disgrace.,negative,2024-12-05 14:33:42.034613
Def coming back to bowl next time,positive,2025-01-11 14:33:42.034613
"If you want healthy authentic or ethic food,  try this place.",positive,2024-12-29 14:33:42.034613
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,positive,2025-03-01 14:33:42.034613
"I have been here several times in the past,  and the experience has always been great.",positive,2024-12-19 14:33:42.034613
We walked away stuffed and happy about our first Vegas buffet experience.,positive,2025-05-17 14:33:42.034613
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive,2025-02-12 14:33:42.034613
"To summarize... the food was incredible,  nay,  transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive,2025-05-09 14:33:42.034613
I'm probably one of the few people to ever go to Ians and not like it.,negative,2025-05-23 14:33:42.034613
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,positive,2025-02-01 14:33:42.034613
Service is perfect and the family atmosphere is nice to see.,positive,2025-01-12 14:33:42.034613
Cooked to perfection and the service was impeccable.,positive,2025-01-18 14:33:42.034613
This one is simply a disappointment.,negative,2025-04-13 14:33:42.034613
"Overall,  I was very disappointed with the quality of food at Bouchon.",negative,2025-03-12 14:33:42.034613
I don't have to be an accountant to know I'm getting screwed!,negative,2025-01-16 14:33:42.034613
"Great place to eat,  reminds me of the little mom and pop shops in the San Francisco Bay Area.",positive,2025-02-05 14:33:42.034613
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,positive,2025-04-17 14:33:42.034613
Left very frustrated.,negative,2025-02-21 14:33:42.034613
I'll definitely be in soon again.,positive,2025-05-06 14:33:42.034613
Food was really good and I got full petty fast.,positive,2025-03-12 14:33:42.034613
Service was fantastic.,positive,2025-01-21 14:33:42.034613
TOTAL WASTE OF TIME.,negative,2025-03-30 14:33:42.034613
I don't know what kind it is but they have the best iced tea.,positive,2025-01-24 14:33:42.034613
"Come hungry,  leave happy and stuffed!",positive,2024-12-17 14:33:42.034613
"For service,  I give them no stars.",negative,2025-05-11 14:33:42.034613
I can assure you that you won't be disappointed.,positive,2024-12-27 14:33:42.034613
I can take a little bad service but the food sucks.,negative,2025-04-28 14:33:42.034613
Gave up trying to eat any of the crust (teeth still sore).,negative,2025-03-14 14:33:42.034613
But now I was completely grossed out.,negative,2025-02-04 14:33:42.034613
I really enjoyed eating here.,positive,2025-05-15 14:33:42.034613
First time going but I think I will quickly become a regular.,positive,2025-01-19 14:33:42.034613
"Our server was very nice,  and even though he looked a little overwhelmed with all of our needs,  he stayed professional and friendly until the end.",positive,2025-05-22 14:33:42.034613
From what my dinner companions told me...everything was very fresh with nice texture and taste.,positive,2025-02-05 14:33:42.034613
"On the ground,  right next to our table was a large,  smeared,  been-stepped-in-and-tracked-everywhere pile of green bird poop.",negative,2025-02-04 14:33:42.034613
"Furthermore,  you can't even find hours of operation on the website!",negative,2025-01-14 14:33:42.034613
We've tried to like this place but after 10+ times I think we're done with them.,negative,2025-04-25 14:33:42.034613
What a mistake that was!,negative,2025-05-07 14:33:42.034613
No complaints!,positive,2024-12-03 14:33:42.034613
This is some seriously good pizza and I'm an expert/connisseur on the topic.,positive,2025-04-13 14:33:42.034613
Waiter was a jerk.,negative,2025-04-07 14:33:42.034613
"Strike 2,  who wants to be rushed.",negative,2025-03-18 14:33:42.034613
These are the nicest restaurant owners I've ever come across.,positive,2025-04-18 14:33:42.034613
I never come again.,negative,2025-01-09 14:33:42.034613
We loved the biscuits!!!,positive,2025-01-10 14:33:42.034613
Service is quick and friendly.,positive,2025-03-25 14:33:42.034613
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,negative,2025-03-22 14:33:42.034613
So absolutley fantastic.,positive,2025-02-05 14:33:42.034613
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,negative,2025-01-18 14:33:42.034613
definitely will come back here again.,positive,2024-12-14 14:33:42.034613
I like Steiners because it's dark and it feels like a bar.,positive,2025-02-01 14:33:42.034613
Wow very spicy but delicious.,positive,2025-05-16 14:33:42.034613
"If you're not familiar,  check it out.",positive,2025-04-20 14:33:42.034613
I'll take my business dinner dollars elsewhere.,negative,2025-04-29 14:33:42.034613
I'd love to go back.,positive,2025-02-09 14:33:42.034613
"Anyway,  this FS restaurant has a wonderful breakfast/lunch.",positive,2025-01-22 14:33:42.034613
Nothing special.,negative,2025-05-16 14:33:42.034613
Each day of the week they have a different deal and it's all so delicious!,positive,2024-12-20 14:33:42.034613
"Not to mention the combination of pears,  almonds and bacon is a big winner!",positive,2025-05-20 14:33:42.034613
Will not be back.,negative,2025-02-14 14:33:42.034613
Sauce was tasteless.,negative,2024-12-01 14:33:42.034613
"The food is delicious and just spicy enough,  so be sure to ask for spicier if you prefer it that way.",positive,2025-03-17 14:33:42.034613
My ribeye steak was cooked perfectly and had great mesquite flavor.,positive,2025-01-26 14:33:42.034613
I don't think we'll be going back anytime soon.,negative,2025-04-15 14:33:42.034613
Food was so gooodd.,positive,2024-12-13 14:33:42.034613
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,negative,2025-03-22 14:33:42.034613
I was so insulted.,negative,2025-04-25 14:33:42.034613
The last 3 times I had lunch here has been bad.,negative,2025-02-13 14:33:42.034613
The chicken wings contained the driest chicken meat I have ever eaten.,negative,2025-05-05 14:33:42.034613
"The food was very good and I enjoyed every mouthful,  an enjoyable relaxed venue for couples small family groups etc.",positive,2024-12-14 14:33:42.034613
Nargile - I think you are great.,positive,2025-02-21 14:33:42.034613
Best tater tots in the southwest.,positive,2024-12-09 14:33:42.034613
We loved the place.,positive,2024-12-28 14:33:42.034613
Definitely not worth the $3 I paid.,negative,2025-04-21 14:33:42.034613
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,positive,2024-12-29 14:33:42.034613
Im in AZ all the time and now have my new spot.,positive,2025-02-02 14:33:42.034613
The manager was the worst.,negative,2024-12-25 14:33:42.034613
The inside is really quite nice and very clean.,positive,2024-12-15 14:33:42.034613
The food was outstanding and the prices were very reasonable.,positive,2025-04-15 14:33:42.034613
I don't think I'll be running back to Carly's anytime soon for food.,negative,2025-03-29 14:33:42.034613
"This is was due to the fact that it took 20 minutes to be acknowledged,  then another 35 minutes to get our food...and they kept forgetting things.",negative,2025-04-06 14:33:42.034613
"Love the margaritas,  too!",positive,2024-11-30 14:33:42.034613
This was my first and only Vegas buffet and it did not disappoint.,positive,2025-05-25 14:33:42.034613
"Very good,  though!",positive,2025-04-29 14:33:42.034613
The one down note is the ventilation could use some upgrading.,negative,2025-04-19 14:33:42.034613
Great pork sandwich.,positive,2025-01-30 14:33:42.034613
Don't waste your time here.,negative,2025-01-27 14:33:42.034613
"Total letdown,  I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",negative,2025-04-05 14:33:42.034613
"Third,  the cheese on my friend's burger was cold.",negative,2025-05-19 14:33:42.034613
We enjoy their pizza and brunch.,positive,2025-01-18 14:33:42.034613
The steaks are all well trimmed and also perfectly cooked.,positive,2025-02-21 14:33:42.034613
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,positive,2025-05-25 14:33:42.034613
I LOVED it!,positive,2024-12-16 14:33:42.034613
We asked for the bill to leave without eating and they didn't bring that either.,negative,2025-01-08 14:33:42.034613
"This place is a jewel in Las Vegas,  and exactly what I've been hoping to find in nearly ten years living here.",positive,2024-11-28 14:33:42.034613
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,negative,2025-03-26 14:33:42.034613
The selection of food was not the best.,negative,2025-02-03 14:33:42.034613
Delicious and I will absolutely be back!,positive,2025-05-27 14:33:42.034613
"This isn't a small family restaurant,  this is a fine dining establishment.",positive,2025-03-13 14:33:42.034613
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,positive,2025-05-20 14:33:42.034613
I dont think I will be back for a very long time.,negative,2025-01-21 14:33:42.034613
"It was attached to a gas station,  and that is rarely a good sign.",negative,2025-05-09 14:33:42.034613
How awesome is that.,positive,2025-02-13 14:33:42.034613
I will be back many times soon.,positive,2025-01-13 14:33:42.034613
The menu had so much good stuff on it i could not decide!,positive,2025-02-06 14:33:42.034613
"Worse of all,  he humiliated his worker right in front of me..Bunch of horrible name callings.",negative,2025-04-08 14:33:42.034613
CONCLUSION: Very filling meals.,positive,2025-04-17 14:33:42.034613
Their daily specials are always a hit with my group.,positive,2025-02-21 14:33:42.034613
And then tragedy struck.,negative,2025-03-24 14:33:42.034613
The pancake was also really good and pretty large at that.,positive,2025-03-16 14:33:42.034613
"This was my first crawfish experience,  and it was delicious!",positive,2025-01-28 14:33:42.034613
Their monster chicken fried steak and eggs is my all time favorite.,positive,2024-12-16 14:33:42.034613
Waitress was sweet and funny.,positive,2025-03-09 14:33:42.034613
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing,  fluffy,  and delicious!",positive,2025-03-18 14:33:42.034613
"I'd rather eat airline food,  seriously.",negative,2025-01-22 14:33:42.034613
Cant say enough good things about this place.,positive,2025-05-25 14:33:42.034613
The ambiance was incredible.,positive,2025-05-16 14:33:42.034613
The waitress and manager are so friendly.,positive,2025-01-20 14:33:42.034613
I would not recommend this place.,negative,2025-02-20 14:33:42.034613
Overall I wasn't very impressed with Noca.,negative,2025-05-11 14:33:42.034613
My gyro was basically lettuce only.,negative,2025-04-10 14:33:42.034613
Terrible service!,negative,2025-01-19 14:33:42.034613
Thoroughly disappointed!,negative,2025-03-27 14:33:42.034613
"I don't each much pasta,  but I love the homemade /hand made pastas and thin pizzas here.",positive,2025-05-14 14:33:42.034613
"Give it a try,  you will be happy you did.",positive,2025-03-16 14:33:42.034613
By far the BEST cheesecurds we have ever had!,positive,2024-12-02 14:33:42.034613
Reasonably priced also!,positive,2025-01-16 14:33:42.034613
Everything was perfect the night we were in.,positive,2025-01-05 14:33:42.034613
The food is very good for your typical bar food.,positive,2025-03-09 14:33:42.034613
it was a drive to get there.,negative,2025-05-03 14:33:42.034613
"At first glance it is a lovely bakery cafe - nice ambiance,  clean,  friendly staff.",positive,2025-04-16 14:33:42.034613
"Anyway,  I do not think i will go back there.",negative,2024-12-24 14:33:42.034613
"Point your finger at any item on the menu,  order it and you won't be disappointed.",positive,2025-04-15 14:33:42.034613
"Oh this is such a thing of beauty,  this restaurant.",positive,2025-03-23 14:33:42.034613
If you haven't gone here GO NOW!,positive,2025-05-13 14:33:42.034613
"A greasy,  unhealthy meal.",negative,2025-01-17 14:33:42.034613
first time there and might just be the last.,negative,2025-05-15 14:33:42.034613
Those burgers were amazing.,positive,2025-05-23 14:33:42.034613
"Similarly,  the delivery man did not say a word of apology when our food was 45 minutes late.",negative,2024-12-02 14:33:42.034613
And it was way to expensive.,negative,2025-01-13 14:33:42.034613
"Be sure to order dessert,  even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",positive,2025-03-17 14:33:42.034613
This was my first time and I can't wait until the next.,positive,2025-03-22 14:33:42.034613
The bartender was also nice.,positive,2025-04-08 14:33:42.034613
Everything was good and tasty!,positive,2024-12-10 14:33:42.034613
This place is two thumbs up....way up.,positive,2025-01-10 14:33:42.034613
"The best place in Vegas for breakfast (just check out a Sat,  or Sun.",positive,2025-02-05 14:33:42.034613
"If you love authentic Mexican food and want a whole bunch of interesting,  yet delicious meats to choose from,  you need to try this place.",positive,2025-01-06 14:33:42.034613
Terrible management.,negative,2025-04-04 14:33:42.034613
An excellent new restaurant by an experienced Frenchman.,positive,2025-02-20 14:33:42.034613
If there were zero stars I would give it zero stars.,negative,2025-02-15 14:33:42.034613
"Great steak,  great sides,  great wine,  amazing desserts.",positive,2025-03-30 14:33:42.034613
Worst martini ever!,negative,2025-01-17 14:33:42.034613
The steak and the shrimp are in my opinion the best entrees at GC.,positive,2025-05-22 14:33:42.034613
I had the opportunity today to sample your amazing pizzas!,positive,2025-02-23 14:33:42.034613
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,negative,2025-04-13 14:33:42.034613
The yellowtail carpaccio was melt in your mouth fresh.,positive,2024-12-30 14:33:42.034613
I won't try going back there even if it's empty.,negative,2024-12-18 14:33:42.034613
"No,  I'm going to eat the potato that I found some strangers hair in it.",negative,2025-01-08 14:33:42.034613
Just spicy enough.. Perfect actually.,positive,2025-01-29 14:33:42.034613
Last night was my second time dining here and I was so happy I decided to go back!,positive,2024-12-28 14:33:42.034613
"not even a ""hello,  we will be right with you.""",negative,2025-01-13 14:33:42.034613
The desserts were a bit strange.,negative,2025-02-02 14:33:42.034613
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,positive,2025-02-13 14:33:42.034613
"I really do recommend this place,  you can go wrong with this donut place!",positive,2025-05-09 14:33:42.034613
Nice ambiance.,positive,2025-03-02 14:33:42.034613
I would recommend saving room for this!,positive,2025-04-21 14:33:42.034613
I guess maybe we went on an off night but it was disgraceful.,negative,2025-05-15 14:33:42.034613
"However,  my recent experience at this particular location was not so good.",negative,2025-02-14 14:33:42.034613
"I know this is not like the other restaurants at all,  something is very off here!",negative,2025-04-02 14:33:42.034613
AVOID THIS ESTABLISHMENT!,negative,2025-02-24 14:33:42.034613
I think this restaurant suffers from not trying hard enough.,negative,2025-02-16 14:33:42.034613
All of the tapas dishes were delicious!,positive,2025-02-21 14:33:42.034613
I *heart* this place.,positive,2025-03-12 14:33:42.034613
My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative,2025-02-02 14:33:42.034613
After two I felt disgusting.,negative,2025-04-03 14:33:42.034613
A good time!,positive,2025-03-25 14:33:42.034613
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,positive,2025-01-02 14:33:42.034613
Generous portions and great taste.,positive,2024-12-14 14:33:42.034613
I will never go back to this place and will never ever recommended this place to anyone!,negative,2025-04-11 14:33:42.034613
"The servers went back and forth several times,  not even so much as an ""Are you being helped?""",negative,2024-12-15 14:33:42.034613
Food was delicious!,positive,2025-05-19 14:33:42.034613
AN HOUR... seriously?,negative,2025-02-19 14:33:42.034613
I consider this theft.,negative,2025-02-16 14:33:42.034613
Eew... This location needs a complete overhaul.,negative,2025-05-23 14:33:42.034613
We recently witnessed her poor quality of management towards other guests as well.,negative,2025-05-20 14:33:42.034613
Waited and waited and waited.,negative,2025-02-20 14:33:42.034613
"He also came back to check on us regularly,  excellent service.",positive,2025-03-08 14:33:42.034613
Our server was super nice and checked on us many times.,positive,2025-05-06 14:33:42.034613
"The pizza tasted old,  super chewy in not a good way.",negative,2024-12-08 14:33:42.034613
I swung in to give them a try but was deeply disappointed.,negative,2025-03-05 14:33:42.034613
Service was good and the company was better!,positive,2025-01-19 14:33:42.034613
The staff are also very friendly and efficient.,positive,2025-05-26 14:33:42.034613
"As for the service: I'm a fan,  because it's quick and you're being served by some nice folks.",positive,2025-01-04 14:33:42.034613
Boy was that sucker dry!!.,negative,2025-01-24 14:33:42.034613
Over rated.,negative,2025-02-11 14:33:42.034613
"If you look for authentic Thai food,  go else where.",negative,2025-05-14 14:33:42.034613
Their steaks are 100% recommended!,positive,2025-04-11 14:33:42.034613
After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative,2025-03-16 14:33:42.034613
Great food and great service in a clean and friendly setting.,positive,2025-04-20 14:33:42.034613
"All in all,  I can assure you I'll be back.",positive,2025-04-28 14:33:42.034613
I hate those things as much as cheap quality black olives.,negative,2024-12-14 14:33:42.034613
"My breakfast was perpared great,  with a beautiful presentation of 3 giant slices of Toast,  lightly dusted with powdered sugar.",positive,2025-01-15 14:33:42.034613
The kids play area is NASTY!,negative,2025-04-22 14:33:42.034613
Great place fo take out or eat in.,positive,2025-03-07 14:33:42.034613
The waitress was friendly and happy to accomodate for vegan/veggie options.,positive,2025-01-17 14:33:42.034613
OMG I felt like I had never eaten Thai food until this dish.,positive,2025-05-15 14:33:42.034613
"It was extremely ""crumby"" and pretty tasteless.",negative,2024-12-29 14:33:42.034613
It was a pale color instead of nice and char and has NO flavor.,negative,2024-12-03 14:33:42.034613
The croutons also taste homemade which is an extra plus.,positive,2025-01-01 14:33:42.034613
I got home to see the driest damn wings ever!,negative,2024-12-05 14:33:42.034613
It'll be a regular stop on my trips to Phoenix!,positive,2025-04-28 14:33:42.034613
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,positive,2025-01-26 14:33:42.034613
Not good for the money.,negative,2025-02-16 14:33:42.034613
I miss it and wish they had one in Philadelphia!,positive,2024-12-16 14:33:42.034613
"We got sitting fairly fast,  but,  ended up waiting 40 minutes just to place our order,  another 30 minutes before the food arrived.",negative,2025-05-02 14:33:42.034613
They also have the best cheese crisp in town.,positive,2025-03-25 14:33:42.034613
"Good value,  great food,  great service.",positive,2024-12-25 14:33:42.034613
Couldn't ask for a more satisfying meal.,positive,2025-05-13 14:33:42.034613
The food is good.,positive,2025-02-05 14:33:42.034613
It was awesome.,positive,2025-04-15 14:33:42.034613
I just wanted to leave.,negative,2024-12-28 14:33:42.034613
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,positive,2025-01-28 14:33:42.034613
I will not be eating there again.,negative,2025-04-18 14:33:42.034613
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative,2024-12-18 14:33:42.034613
I checked out this place a couple years ago and was not impressed.,negative,2025-02-24 14:33:42.034613
"The chicken I got was definitely reheated and was only ok,  the wedges were cold and soggy.",negative,2025-04-14 14:33:42.034613
"Sorry,  I will not be getting food from here anytime soon :(",negative,2025-05-12 14:33:42.034613
An absolute must visit!,positive,2025-02-08 14:33:42.034613
The cow tongue and cheek tacos are amazing.,positive,2025-04-30 14:33:42.034613
My friend did not like his Bloody Mary.,negative,2025-01-09 14:33:42.034613
"Despite how hard I rate businesses,  its actually rare for me to give a 1 star.",negative,2025-05-27 14:33:42.034613
They really want to make your experience a good one.,positive,2025-01-28 14:33:42.034613
I will not return.,negative,2025-05-10 14:33:42.034613
I had the chicken Pho and it tasted very bland.,negative,2025-05-22 14:33:42.034613
Very disappointing!!!,negative,2025-01-18 14:33:42.034613
The grilled chicken was so tender and yellow from the saffron seasoning.,positive,2025-02-28 14:33:42.034613
"a drive thru means you do not want to wait around for half an hour for your food,  but somehow when we end up going here they make us wait and wait.",negative,2025-01-02 14:33:42.034613
Pretty awesome place.,positive,2025-05-08 14:33:42.034613
Ambience is perfect.,positive,2025-01-13 14:33:42.034613
Best of luck to the rude and non-customer service focused new management.,negative,2024-12-10 14:33:42.034613
Any grandmother can make a roasted chicken better than this one.,negative,2025-03-23 14:33:42.034613
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative,2025-01-24 14:33:42.034613
"The staff is always super friendly and helpful,  which is especially cool when you bring two small boys and a baby!",positive,2025-05-03 14:33:42.034613
Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,positive,2025-01-14 14:33:42.034613
The roast beef sandwich tasted really good!,positive,2025-04-16 14:33:42.034613
"Same evening,  him and I are both drastically sick.",negative,2025-04-26 14:33:42.034613
High-quality chicken on the chicken Caesar salad.,positive,2024-12-30 14:33:42.034613
Ordered burger rare came in we'll done.,negative,2025-04-08 14:33:42.034613
We were promptly greeted and seated.,positive,2025-05-22 14:33:42.034613
Tried to go here for lunch and it was a madhouse.,negative,2025-03-26 14:33:42.034613
"I was proven dead wrong by this sushi bar,  not only because the quality is great,  but the service is fast and the food,  impeccable.",positive,2025-05-27 14:33:42.034613
"After waiting an hour and being seated,  I was not in the greatest of moods.",negative,2025-01-06 14:33:42.034613
This is a good joint.,positive,2025-03-08 14:33:42.034613
The Macarons here are insanely good.,positive,2025-02-01 14:33:42.034613
I'm not eating here!,negative,2025-03-11 14:33:42.034613
"Our waiter was very attentive,  friendly,  and informative.",positive,2025-02-23 14:33:42.034613
Maybe if they weren't cold they would have been somewhat edible.,negative,2025-03-13 14:33:42.034613
This place has a lot of promise but fails to deliver.,negative,2025-01-30 14:33:42.034613
Very bad Experience!,negative,2025-01-18 14:33:42.034613
What a mistake.,negative,2024-12-01 14:33:42.034613
Food was average at best.,negative,2024-12-07 14:33:42.034613
Great food.,positive,2024-12-19 14:33:42.034613
We won't be going back anytime soon!,negative,2025-04-10 14:33:42.034613
Very Very Disappointed ordered the $35 Big Bay Plater.,negative,2025-04-13 14:33:42.034613
Great place to relax and have an awesome burger and beer.,positive,2024-12-17 14:33:42.034613
It is PERFECT for a sit-down family meal or get together with a few friends.,positive,2025-01-25 14:33:42.034613
"Not much flavor to them,  and very poorly constructed.",negative,2025-01-18 14:33:42.034613
The patio seating was very comfortable.,positive,2024-12-30 14:33:42.034613
The fried rice was dry as well.,negative,2025-02-13 14:33:42.034613
Hands down my favorite Italian restaurant!,positive,2025-02-05 14:33:42.034613
"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive,2025-03-14 14:33:42.034613
It was just not a fun experience.,positive,2025-04-19 14:33:42.034613
The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive,2025-01-15 14:33:42.034613
"I personally love the hummus,  pita,  baklava,  falafels and Baba Ganoush (it's amazing what they do with eggplant!).",positive,2025-02-13 14:33:42.034613
"Very convenient,  since we were staying at the MGM!",positive,2025-04-28 14:33:42.034613
The owners are super friendly and the staff is courteous.,positive,2025-01-07 14:33:42.034613
Both great!,positive,2025-01-27 14:33:42.034613
Eclectic selection.,positive,2025-03-01 14:33:42.034613
The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive,2024-12-26 14:33:42.034613
The staff was very attentive.,positive,2025-05-02 14:33:42.034613
And the chef was generous with his time (even came around twice so we can take pictures with him).,positive,2025-02-04 14:33:42.034613
"The owner used to work at Nobu,  so this place is really similar for half the price.",positive,2024-12-12 14:33:42.034613
Google mediocre and I imagine Smashburger will pop up.,negative,2024-12-15 14:33:42.034613
dont go here.,negative,2025-04-26 14:33:42.034613
I promise they won't disappoint.,positive,2025-05-23 14:33:42.034613
As a sushi lover avoid this place by all means.,negative,2024-11-28 14:33:42.034613
What a great double cheeseburger!,positive,2025-04-21 14:33:42.034613
Awesome service and food.,positive,2025-01-17 14:33:42.034613
A fantastic neighborhood gem !!!,positive,2025-01-10 14:33:42.034613
I can't wait to go back.,positive,2025-01-26 14:33:42.034613
The plantains were the worst I've ever tasted.,negative,2025-01-12 14:33:42.034613
It's a great place and I highly recommend it.,positive,2024-12-19 14:33:42.034613
Service was slow and not attentive.,negative,2025-05-06 14:33:42.034613
"I gave it 5 stars then,  and I'm giving it 5 stars now.",positive,2025-03-22 14:33:42.034613
Your staff spends more time talking to themselves than me.,negative,2025-02-24 14:33:42.034613
Dessert: Panna Cotta was amazing.,positive,2025-05-22 14:33:42.034613
"Very good food,  great atmosphere.1",positive,2025-03-20 14:33:42.034613
Damn good steak.,positive,2025-02-13 14:33:42.034613
Total brunch fail.,negative,2025-04-17 14:33:42.034613
"Prices are very reasonable,  flavors are spot on,  the sauce is home made,  and the slaw is not drenched in mayo.",positive,2025-03-29 14:33:42.034613
"The decor is nice,  and the piano music soundtrack is pleasant.",positive,2025-05-05 14:33:42.034613
The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive,2025-01-18 14:33:42.034613
"Good food ,  good service .",positive,2025-05-27 14:33:42.034613
It was absolutely amazing.,positive,2025-05-03 14:33:42.034613
"I probably won't be back,  to be honest.",negative,2025-03-08 14:33:42.034613
will definitely be back!,positive,2024-12-06 14:33:42.034613
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive,2025-02-13 14:33:42.034613
"Hawaiian Breeze,  Mango Magic,  and Pineapple Delight are the smoothies that I've tried so far and they're all good.",positive,2024-12-31 14:33:42.034613
Went for lunch - service was slow.,negative,2025-03-04 14:33:42.034613
"We had so much to say about the place before we walked in that he expected it to be amazing,  but was quickly disappointed.",negative,2025-04-28 14:33:42.034613
I was mortified.,negative,2024-12-22 14:33:42.034613
"Needless to say,  we will never be back here again.",negative,2025-05-04 14:33:42.034613
"Anyways,  The food was definitely not filling at all,  and for the price you pay you should expect more.",negative,2025-04-11 14:33:42.034613
"The chips that came out were dripping with grease,  and mostly not edible.",negative,2024-12-22 14:33:42.034613
I wasn't really impressed with Strip Steak.,negative,2025-01-04 14:33:42.034613
Have been going since 2007 and every meal has been awesome!!,positive,2025-05-05 14:33:42.034613
Our server was very nice and attentive as were the other serving staff.,positive,2025-02-28 14:33:42.034613
The cashier was friendly and even brought the food out to me.,positive,2024-12-04 14:33:42.034613
I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative,2025-04-29 14:33:42.034613
The atmosphere here is fun.,positive,2025-02-01 14:33:42.034613
Would not recommend to others.,negative,2024-12-16 14:33:42.034613
"Service is quick and even ""to go"" orders are just like we like it!",positive,2025-03-10 14:33:42.034613
"I mean really,  how do you get so famous for your fish and chips when it's so terrible!?!",negative,2025-05-13 14:33:42.034613
"That said,  our mouths and bellies were still quite pleased.",positive,2025-03-17 14:33:42.034613
Not my thing.,negative,2025-04-15 14:33:42.034613
2 Thumbs Up!!,positive,2025-04-09 14:33:42.034613
